Join_Count,TARGET_FID,ZONING,GPIN_ini,MZONE_ini,MLUSE_ini,MCLASS_ini,MTOTPR_ini,MTUTIL_ini,MBASA_ini,MTOTA_ini,MASSLU_ini,MAP_PIN_fnl,GPIN_fnl,Zoning_fnl,MZONE_fnl,MLUSE_fnl,MCLASS_fnl,MTOTPR_fnl,MTUTIL_fnl,MBASA_fnl,MTOTA_fnl,MASSLU_fnl,Area_acre,Change
2,11511,A-1,7701-36-7345,,6,C,879400,8000,1832,1832,127900,43-10,7701-47-4233,A-10,,6,,674200,0,0,0,69000,159.374,No
2,11528,A-1,7701-25-0140,,2,,82800,0,0,0,0,43-16,7701-15-7122,A-10,,2,,108800,11000,0,0,0,9.00114,No
2,11577,R-C,7700-49-6104,RC,4,C,857600,0,0,4474,0,43-36A,7700-49-5154,CC,CC,4,C,578500,0,0,4474,0,2.55876,No
2,11590,A-1,7701-40-7877,,2,C,328700,8000,3292,3292,0,43-42B,7701-40-7877,A-10,,2,C,375900,11000,3292,3621.2,0,6.07222,No
20,11592,A-1,7702-50-6393,,6,,1840200,0,0,0,0,43-44,7702-50-6393,A-10,,6,,994300,0,0,0,0,431.234,No
2,11597,A-1,7702-80-2523,,2,,48500,0,0,0,0,43-50,7702-80-2745,A-10,,2,D,124500,11000,480,1280,0,23.615,No
2,11615,A-1,7711-03-2378,,2,,125600,8000,0,0,0,43-59,7711-03-2378,A-10,,2,,152800,11000,0,0,0,18.2502,No
3,11624,A-1,7700-59-6177,,5,,517100,0,0,0,0,43-64,7701-51-3809,A-10,,5,,124100,0,0,0,0,46.3577,No
10,11714,I-1,7700-28-3268,,4,B,1637200,0,0,0,0,43C-1-11,7700-28-3268,I-1,,4,,208600,0,0,0,0,4.27852,No
2,11717,I-1,7700-18-0840,,4,A,2788100,0,0,10080,0,43C-1-15,7700-08-7670,I-1,,4,A,1684100,0,0,10080,0,21.1436,No
3,11769,A-1,7711-35-7492,,2,,2000,0,0,0,0,44-10,7711-35-1896,A-10,,2,,4800,0,0,0,0,47.498,No
2,11811,A-1,7711-49-7128,,2,B,414400,8000,1498.5,3408.1,0,44-5C,7711-49-7128,A-10,,2,B,469300,11000,1498.5,3408.1,0,12.1612,No
2,11819,A-1,7711-68-1876,,2,,8600,0,0,0,0,44-5L1,7711-68-1876,A-10,,2,,11500,0,0,0,0,5.7387,No
2,11825,A-1,5699-17-8447,,2,,77000,0,0,0,0,45-1,5699-17-8447,A-10,,2,,46400,0,0,0,0,9.05576,No
2,11866,A-1,5699-27-6244,,2,,65000,0,0,0,0,46-11A,5699-27-8128,A-10,,2,,55600,0,0,0,0,6.92711,No
2,11867,A-1,5699-16-6186,,5,D,199500,8000,728,728,0,46-12,5699-16-6186,A-10,,5,D,210100,11000,728,728,0,24.0706,No
2,11882,A-1,5699-33-5862,,2,,77000,0,0,0,0,46-20C,5699-33-5862,A-10,,2,C,208900,11000,1620,1620,0,8.06019,No
2,11938,A-1,6700-22-4688,,6,C,635700,5500,1371,1371,85050,46-44,6700-22-4688,A-10,,5,C,618400,7000,1371,1371,88850,106.095,Yes
2,11949,A-1,6700-30-9549,,2,,104200,0,0,0,6125,46-50A,6700-31-8293,A-10,,2,C,166200,11000,1680,1680,0,14.5227,No
2,11973,A-1,5699-88-8311,,5,,181000,0,0,0,12400,46-57D,5699-88-8311,A-10,,5,,172200,0,0,0,11250,29.082,No
2,11981,A-1,5699-95-1981,,2,,113000,0,0,0,53200,46-25,5699-86-3481,A-10,,5,,105000,0,0,0,0,42.5477,Yes
2,12002,A-1,6609-25-2644,,5,,219400,0,0,0,0,46-65,6609-26-2021,A-10,,5,,166100,0,0,0,0,52.8122,No
9,12004,A-1,6609-45-3923,,6,,559900,0,0,0,46050,46-67,6609-44-0912,A-10,,2,C,426900,14500,1600,1600,0,93.2628,Yes
2,12037,A-1,5699-39-6063,,2,C,148600,8000,1792,1792,0,46-8,5699-39-8035,A-10,,2,C,162600,11000,1792,1792,0,7.65751,No
2,12042,A-1,5699-38-0938,,2,,62500,0,0,0,0,46-8E,5699-38-0938,A-10,,2,,59800,0,0,0,0,6.92004,No
3,12093,A-1,6700-61-6092,,5,,237400,0,0,0,104725,47-15,6700-51-7346,A-10,,2,,91900,0,0,0,15850,49.3424,Yes
2,12102,R-C,6700-40-7932,,2,C,193000,8000,1008,1008,0,47-17,6700-41-3352,CC,CC,4,C,215800,0,1008,1008,0,11.0018,Yes
2,12119,A-1,6700-54-0895,,6,C,688700,8000,676,2210,109275,47-2,6700-54-0895,A-10,,6,C,706300,11000,676,2210,102275,122.955,No
2,12154,A-1,6700-94-6617,,2,C,175100,8000,1400,1400,0,47-29A,6700-94-6617,A-10,,2,C,183800,11000,1400,1400,0,5.08429,No
2,12157,A-1,6700-85-8203,,2,,52000,0,0,0,0,47-29D,6700-85-8203,A-10,,2,,57000,0,0,0,0,3.19966,No
2,12172,A-1,6700-85-7409,,2,D,93500,8000,1430,1732.4,0,47-38,6700-85-7502,A-10,,2,D,110600,11000,816,816,0,0.558256,No
3,12186,A-1,6700-95-6708,,2,,75200,0,0,0,0,47-47A,6700-95-6897,A-10,,2,C,223100,11000,1380,1380,0,7.85849,No
4,12236,A-1,6710-34-3342,,5,C,400400,16000,1056,1824,96325,47-62A,6710-24-8651,A-10,,2,,81800,0,0,0,0,28.7754,Yes
4,12238,A-1,6710-56-8284,,5,D,179000,8000,1092,2064,0,36-21,6710-66-5273,A-10,,2,C,319700,11000,1683,1683,0,41.9328,Yes
2,12290,A-1,6730-82-6735,,5,,220000,0,0,0,0,49-12,6730-73-6091,A-10,,5,,192600,0,0,0,17325,55.1688,No
5,12302,A-1,6730-73-8954,,5,,299000,0,0,0,0,49-17,6730-93-4769,A-10,,5,C,288800,11000,1560,1560,0,57.4819,No
2,12304,A-1,6730-81-9862,,5,,212000,0,0,0,0,49-19,6730-81-8481,A-10,,2,C,348400,11000,1548,1548,0,36.2382,Yes
2,12320,A-1,6715-92-7955,,2,C,274700,8000,1887,1887,0,5-10B,6715-92-8991,A-10,,2,C,316800,11000,1887,1887,0,9.34194,No
2,12323,A-1,6715-51-7842,,2,C,223900,8000,1957.5,1957.5,0,Apr-76,6715-51-4811,A-10,,2,,65000,0,0,0,0,12.8021,No
2,12324,A-1,6725-02-5635,,2,,62900,0,0,0,0,5-31A,6725-02-7921,A-10,,2,,62900,0,0,0,0,5.49415,No
2,12325,A-1,6725-02-8593,,2,,61000,0,0,0,0,5-31B,6725-02-9321,A-10,,2,C,181300,11000,1300,1300,0,5.03147,No
2,12331,A-1,6725-01-1750,,2,E,135300,4500,490,980,0,May-33,6725-01-0823,A-10,,2,C,289000,11000,1838,1838,0,21.501,No
3,12338,A-1,6725-24-3428,,6,C,3365200,16000,1953,1953,596750,5-31E,6725-13-1358,A-10,,2,,2800,0,0,0,0,547.908,Yes
2,12359,A-1,6715-93-3000,,2,C,238400,8000,1516,1516,0,5-10A,6715-92-1442,A-10,,2,E,35000,0,690,690,0,14.5858,No
3,12375,A-1,6740-41-1202,,6,,835800,8000,0,0,203425,50-13,6740-30-2621,A-10,,6,B,564700,11000,1280,3264,223825,236.691,No
2,12378,A-1,--,,5,,414200,0,0,0,0,50-13C,6740-52-3726,A-10,,5,C,657500,11000,1720,2580,82050,92.3945,No
3,12422,A-1,6740-15-3819,,5,C,300300,8000,1548.5,1548.5,83200,50-2B,6740-05-3254,A-10,,2,,22700,0,0,0,0,27.7159,Yes
2,12452,AFD,6669-03-9506,,5,,154900,0,0,0,13950,51-14,6669-04-9112,A-10,,5,C,406900,11000,1157,2314,68450,22.3819,No
2,12471,AFD,6659-59-1377,,6,E,1595000,8000,968,968,404125,51-3,6659-39-1187,A-10,,6,,647800,0,0,0,0,844.405,No
2,12473,A-1,6760-10-5258,,5,C,442000,8000,972,972,78750,51-5,6760-10-5258,A-10,,5,C,380700,11000,972,972,85800,57.2376,No
2,12526,R-2,6750-42-0814,,2,C,290900,8000,1472,1952,0,51A-2-10,6750-42-0814,R-2,,2,C,349300,11000,1472,1952,0,4.15476,No
4,12602,A-1,6679-09-2980,,6,C,1243600,16000,1380,2070,196075,52-1,6679-09-2980,A-10,,6,C,1374400,22000,1380,2070,222900,251.177,No
2,12630,A-1,6679-01-8126,,6,C,1133100,8000,1200,2016,131825,52-15,6679-01-8126,A-10,,6,C,856500,11000,1200,2016,144825,167.473,No
3,12669,A-1,6669-99-7920,,2,C,327900,8000,900,1800,57075,52-21A,6669-99-7920,A-10,,2,C,423500,11000,1956,2856,0,8.22392,No
2,12670,A-1,6760-90-1482,,2,C,234000,8000,1710,1710,0,52-21B,6760-90-0478,A-10,,2,C,273400,11000,1679,1679,0,2.99078,No
2,12697,A-1,6770-54-2502,,2,C,306000,8000,2802,2802,0,52-30A,6770-54-2502,A-10,,2,C,294200,11000,2874,2874,0,13.5642,No
4,12727,A-1,6679-43-8188,,5,,437600,0,0,0,40800,52-1-6,6679-52-6809,A-10,,2,C,276400,11000,952,952,0,80.1306,Yes
2,12734,A-1,6679-34-8830,,76,B,468700,8000,0,4380,0,52-48,6679-34-7658,A-10,,2,,30000,0,0,0,0,5.16466,Yes
2,12802,R-2,6669-65-6145,,2,C,341200,8000,1350,3370,0,52A-1-A-16,6669-65-7145,R-2,,2,C,344000,11000,1350,3370,0,4.387,No
2,12867,R-U,6770-31-2566,,2,C,148600,8000,1269,1269,0,52A2-1-B-12,6770-31-2566,R-U,,2,C,200900,11000,1269,1269,0,2.41861,No
2,12921,R-U,6770-30-7305,,2,C,145700,8000,738,1098,0,52A2-4-K-4,6770-30-7305,R-U,,2,C,169600,11000,738,1098,0,2.11825,No
2,13252,A-1,6689-84-4795,,2,,106200,0,0,0,0,53-102A,6689-84-4795,A-10,,2,C,296100,11000,1743,1743,0,9.59197,No
2,13254,A-1,6689-47-7834,,2,,128800,0,0,0,0,53-104A,6689-48-8244,A-10,,2,B,360200,11000,552,2551,0,17.9381,No
2,13272,A-1,6679-84-3852,,2,D,80100,8000,1712,1712,0,53-17,6679-84-3793,A-10,,2,E,92900,11000,1712,1712,0,14.157,No
3,13282,A-1,6770-75-0252,,5,,308800,8000,0,0,70950,53-2C,6770-75-3307,A-10,,2,B,650900,11000,1865,2853.5,0,31.4511,Yes
2,13329,A-1,6689-36-2733,,5,,231000,0,0,0,0,53-38F,6689-36-2733,A-10,,5,,271200,11000,0,0,0,42.1633,No
2,13354,A-1,6689-39-5197,,6,C,825700,8000,1920,1920,126100,53-43,6689-39-5197,A-10,,6,D,779500,11000,1920,1920,136425,139.345,No
2,13377,A-1,6780-31-5011,,2,C,187000,8000,960,960,0,53-57,6780-31-5011,A-10,,2,C,186100,11000,960,960,0,24.1079,No
2,13407,A-1,6780-42-3057,,2,C,181700,8000,1275,1275,0,53-68,6780-41-3916,A-10,,2,D,134600,11000,912,912,0,4.26342,No
2,13409,A-1,6780-15-2612,,2,,47200,0,0,0,0,53-6B,6780-15-1651,A-10,,2,,56900,0,0,0,0,1.81509,No
2,13437,A-1,6780-33-7681,,5,C,364600,8000,1566,2488.2,63400,53-74,6780-33-2712,A-10,,5,C,344200,11000,1566,2488.2,75000,22.6141,No
2,13445,A-1,6780-23-8867,,2,,89700,0,0,0,3150,53-75D,6780-23-6618,A-10,,2,C,367800,11000,1984,1984,0,7.6235,No
2,13456,A-1,6780-44-6832,,5,C,309900,8000,1450,1450,63750,53-78A,6780-44-6832,A-10,,2,A,762100,11000,1892,3692,74500,27.5597,Yes
2,13457,A-1,6780-46-2180,,6,C,800200,8000,1503,1551,102500,53-79,6780-46-2180,A-10,,5,D,728100,11000,1503,1551,111600,124.322,Yes
2,13477,A-1,6780-52-6236,,5,C,283400,8000,832,1952,0,53-89,6780-52-6236,A-10,,2,B,316100,11000,832,1952,0,10.2095,Yes
2,13484,A-1,6780-51-7535,,2,,87000,0,0,0,0,53-89H,6780-51-7535,A-10,,2,,85000,0,0,0,0,8.82567,No
2,13512,A-1,6689-68-2115,,2,,94100,0,0,0,0,53-97,6689-68-4271,A-10,,2,C,259400,11000,1920,1920,0,10.9119,No
2,13514,A-1,6689-68-8047,,2,,141100,0,0,0,0,53-98,6689-68-7081,A-10,,2,B,513000,11000,1992,2888.8,0,18.2232,No
2,13516,A-1,6689-77-7823,,2,,111000,0,0,0,0,53-98C-A,6689-77-8734,A-10,,2,C,359100,11000,2198,2198,0,11.4186,No
2,13899,I-2,6699-07-6416,,2,,210300,0,0,0,0,54-29,6699-07-6416,I-2,,4,D,207400,0,0,1564,0,6.76793,Yes
2,13908,A-1,6790-83-3872,,2,,108000,0,0,0,4500,54-3-H,6790-83-3567,A-10,,2,,100000,0,0,0,4500,14.2894,No
2,13914,A-1,6790-85-6980,,2,,105800,0,0,0,5000,54-3-N,6790-85-7860,A-10,,2,,94500,0,0,0,4000,9.70427,No
