Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,MAP_PIN,CAMA_PIN_L,CAMA_LOT,MAP_TAXMAP,MAP_DBLCIR,MAP_BLOCK,MAP_LOT,COGO,ZONING,GPIN,MZONE,MLUSE,MCLASS,MIMPRV,MTOTLD,MTOTPR,MSELLP,MTUTIL,MBASA,MTOTA,MASSLU,MCAYR,DATA_YEAR,Area_ACRE,UNIQ_ID,MAP_PIN_12,CAMA_PIN_2,CAMA_LOT_2,MAP_TAXM_2,MAP_DBLC_2,MAP_BLOCK1,MAP_LOT_12,COGO_12,ZONING_12,GPIN_12,MZONE_12,MLUSE_12,MCLASS_12,MIMPRV_12,MTOTLD_12,MTOTPR_12,MSELLP_12,MTUTIL_12,MBASA_12,MTOTA_12,MASSLU_12,MCAYR_12,DATA_YEAR1,Area_ACRE1,UNIQ_ID_12
0,7367,1,133,32B-12-19,032B-12-19,19,32B,12,,19,YES,VC-PD,7722-26-1133,,2,A,440500,141500,582000,599996,11500,2196,2723,0,2018,2019,0.209082,201907367,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7368,1,134,32B-12-2,032B-12-2,2,32B,12,,2,YES,VC-PD,7722-15-9805,,2,A,535100,141500,676600,676916,11500,2236,2884.4,0,2018,2019,0.3343,201907368,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7369,1,135,32B-12-20,032B-12-20,20,32B,12,,20,YES,VC-PD,7722-26-1139,,2,A,419000,141500,560500,565812,11500,2386,2982.5,0,2018,2019,0.211516,201907369,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7370,1,136,32B-12-21,032B-12-21,21,32B,12,,21,YES,VC-PD,7722-26-1246,,2,A,383200,141500,524700,0,11500,2301.5,2899.9,0,0,2019,0.198176,201907370,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7371,1,137,32B-12-3,032B-12-3,3,32B,12,,3,YES,VC-PD,7722-15-9902,,2,A,493100,141500,634600,642582,11500,2214,2856.1,0,2018,2019,0.27013,201907371,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7372,1,138,32B-12-4,032B-12-4,4,32B,12,,4,YES,VC-PD,7722-15-9919,,2,A,427400,141500,568900,574252,11500,2106,2716.7,0,2018,2019,0.255848,201907372,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7373,1,139,32B-12-5,032B-12-5,5,32B,12,,5,YES,VR-PD,7722-16-9025,,2,B,532500,141500,674000,686089,11500,2172,2801.9,0,2018,2019,0.241566,201907373,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7374,1,140,32B-12-6,032B-12-6,6,32B,12,,6,YES,VC-PD,7722-16-9122,,2,A,402000,141500,543500,546144,11500,2106,2716.7,0,2018,2019,0.227277,201907374,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7375,1,141,32B-12-7,032B-12-7,7,32B,12,,7,YES,VC-PD,7722-16-9138,,2,A,717300,141500,858800,860704,11500,2492,2889.8,0,2018,2019,0.211599,201907375,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7376,1,142,32B-12-8,032B-12-8,8,32B,12,,8,YES,VC-PD,7722-16-9245,,2,A,480300,141500,621800,624180,11500,2097,2705.1,0,2018,2019,0.192739,201907376,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7377,1,143,32B-12-9,032B-12-9,9,32B,12,,9,YES,VC-PD,7722-16-9351,,2,A,442000,141500,583500,591331,11500,2097,2705.1,0,2018,2019,0.170387,201907377,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,7378,1,144,32B-12-A,032B-12-A,A,32B,12,,A,YES,VC-PD,7722-26-1413,,2,,0,177200,177200,0,0,0,0,0,0,2019,3.585,201907378,32-58B,032-58B,58B,32,,,58B,YES,VC-PD,7722-16-8940,,,,0,0,0,0,0,0,0,0,0,2018,9.1924,201807144
0,7729,1,145,34A-5-10,034A-5-10,10,34A,5,,10,YES,RR-5,6701-16-9793,,2,,0,58900,58900,0,0,0,0,0,0,2019,3.51769,201907729,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7730,1,146,34A-5-11,034A-5-11,11,34A,5,,11,YES,RR-5,6701-17-8080,,2,,0,62500,62500,0,0,0,0,0,0,2019,3.99963,201907730,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7731,1,147,34A-5-12,034A-5-12,12,34A,5,,12,YES,RR-5,6701-16-6377,,2,,0,60500,60500,0,0,0,0,0,0,2019,3.72798,201907731,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7732,1,148,34A-5-13,034A-5-13,13,34A,5,,13,YES,RR-5,6701-16-2674,,2,,0,65200,65200,0,0,0,0,0,0,2019,4.35965,201907732,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7733,1,149,34A-5-14,034A-5-14,14,34A,5,,14,YES,RR-5,6701-16-3930,,2,,0,60000,60000,0,0,0,0,0,0,2019,3.66444,201907733,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7734,1,150,34A-5-15,034A-5-15,15,34A,5,,15,YES,RR-5,6701-17-5116,,2,B,240900,62000,302900,302830,10000,880,2090,0,2018,2019,2.60351,201907734,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7735,1,151,34A-5-16,034A-5-16,16,34A,5,,16,YES,RR-5,6701-17-7337,,2,,0,53900,53900,65000,0,0,0,0,2018,2019,2.85526,201907735,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7736,1,152,34A-5-1R,034A-5-1R,1R,34A,5,,1R,YES,RR-5,6701-18-6091,,2,,0,58800,58800,0,0,0,0,0,0,2019,3.96433,201907736,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7737,1,153,34A-5-2R,034A-5-2R,2R,34A,5,,2R,YES,RR-5,6701-18-9135,,2,,0,61900,61900,0,0,0,0,0,0,2019,4.45733,201907737,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7738,1,154,34A-5-3,034A-5-3,3,34A,5,,3,YES,RR-5,6701-27-2637,,2,,0,55200,55200,0,0,0,0,0,0,2019,3.02457,201907738,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7739,1,155,34A-5-4,034A-5-4,4,34A,5,,4,YES,RR-5,6701-27-0511,,2,,0,56800,56800,0,0,0,0,0,0,2019,3.23644,201907739,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7740,1,156,34A-5-5,034A-5-5,5,34A,5,,5,YES,RR-5,6701-27-3251,,2,B,236100,61600,297700,300865,10000,812,1955.2,0,2018,2019,2.54348,201907740,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7741,1,157,34A-5-6,034A-5-6,6,34A,5,,6,YES,RR-5,6701-26-4970,,2,,0,54700,54700,0,0,0,0,0,0,2019,2.9645,201907741,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7742,1,158,34A-5-7,034A-5-7,7,34A,5,,7,YES,RR-5,6701-26-6600,,2,,0,64500,64500,0,0,0,0,0,0,2019,4.27028,201907742,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7743,1,159,34A-5-8,034A-5-8,8,34A,5,,8,YES,RR-5,6701-26-4381,,2,,0,82000,82000,0,0,0,0,0,0,2019,6.5545,201907743,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7744,1,160,34A-5-9,034A-5-9,9,34A,5,,9,YES,RR-5,6701-26-0397,,2,,0,71500,71500,0,0,0,0,0,0,2019,5.1803,201907744,34-13,034-13,13,34,,,13,NO,RR-5,5791-98-2269,,6,,0,991700,991700,542707,0,0,0,0,2006,2018,257.029,201807516
0,7802,1,161,35-24A,035-24A,24A,35,,,24A,YES,A-10,6700-76-3880,,2,C,165400,51500,216900,9400,10000,1600,1600,0,2019,2019,1.98964,201907802,35-24,035-24,24,35,,,24,NO,A-10,6700-77-0457,,5,,0,175300,175300,9400,0,0,0,32800,2002,2018,27.1576,201807670
0,7834,1,162,35-3E,035-3E,3E,35,,,3E,YES,A-10,6701-47-9416,,2,,0,73400,73400,0,0,0,0,0,0,2019,10.183,201907834,35-3A,035-3A,3A,35,,,3A,NO,A-10,6701-58-3346,,6,C,212300,575000,787300,0,10000,1913,2724,100800,0,2018,123.856,201807698
0,7835,1,163,35-3F,035-3F,3F,35,,,3F,YES,A-10,6701-47-2319,,2,,0,40100,40100,0,0,0,0,0,0,2019,2.0106,201907835,35-3A,035-3A,3A,35,,,3A,NO,A-10,6701-58-3346,,6,C,212300,575000,787300,0,10000,1913,2724,100800,0,2018,123.856,201807698
0,8298,1,164,36-35A,036-35A,35A,36,,,35A,YES,A-10,6721-11-1162,,2,,0,65400,65400,22500,0,0,0,0,0,2019,6.06869,201908298,36-35,036-35,35,36,,,35,NO,A-10,6721-00-9956,,2,,0,91500,91500,22500,0,0,0,0,0,2018,13.6303,201808166
0,8859,1,165,38-50B,038-50B,50B,38,,,50B,YES,R-U,6751-09-7638,,2,,0,72000,72000,0,0,0,0,0,2012,2019,0.619972,201908859,38-50,038-50,50,38,,,50,NO,R-U,6751-19-1314,,5,,0,299500,299500,390000,0,0,0,0,0,2018,57.8081,201808725
0,9479,1,166,38E-3-B,038E-3-B,B,38E,3,,B,YES,R-U,6751-09-3636,,2,,0,2900,2900,750000,0,0,0,0,0,2019,0.0736402,201909479,38E-3-B,038E-3-B,B,38E,3,,B,YES,R-U,6751-09-3636,,2,,0,2900,2900,750000,0,0,0,0,0,2018,0.366236,201809347
0,9757,1,167,39-50T,039-50T,50T,39,,,50T,YES,A-10,6750-89-6323,,2,,0,78000,78000,50000,0,0,0,0,2019,2019,5.02624,201909757,39-50,039-50,50,39,,,50,NO,A-10,6750-87-3962,,5,,200000,469400,669400,0,0,0,0,39200,2016,2018,86.5464,201809607
0,9758,1,168,39-50U,039-50U,50U,39,,,50U,YES,A-10,6750-89-3223,,2,,0,79900,79900,0,0,0,0,0,0,2019,5.28143,201909758,39-50,039-50,50,39,,,50,NO,A-10,6750-87-3962,,5,,200000,469400,669400,0,0,0,0,39200,2016,2018,86.5464,201809607
0,10227,1,169,4-4H-A,004-4H-A,4H-A,4,,,4H-A,YES,A-10,6705-66-7628,,2,,0,75500,75500,35000,0,0,0,0,0,2019,10.0258,201910227,4-4H,004-4H,4H,4,,,4H,NO,A-10,6705-66-5879,,5,,0,165800,165800,35000,0,0,0,0,2010,2018,30.5603,201810093
0,10229,1,170,4-4H-C,004-4H-C,4H-C,4,,,4H-C,YES,A-10,6705-67-3157,,2,,0,80100,80100,67000,0,0,0,0,2018,2019,10.03,201910229,4-4H,004-4H,4H,4,,,4H,NO,A-10,6705-66-5879,,5,,0,165800,165800,35000,0,0,0,0,2010,2018,30.5603,201810093
0,10798,1,171,41-19E,041-19E,19E,41,,,19E,YES,CC,6771-84-6503,RC,4,,0,92100,92100,185000,0,0,0,0,2018,2019,0.560695,201910798,41-19C,041-19C,19C,41,,,19C,NO,CC,6771-84-5534,RC,4,B,168500,107800,276300,350000,0,0,1632.5,0,2018,2018,1.27261,201810662
0,10841,1,172,41-32L,041-32L,32L,41,,,32L,YES,A-10,6780-09-4534,,2,,0,82000,82000,0,0,0,0,0,2019,2019,5.00633,201910841,41-32F,041-32F,32F,41,,,32F,YES,A-10,6770-99-8683,,5,,0,160900,160900,83800,0,0,0,9050,2010,2018,20.109,201810701
0,10855,1,173,41-4-1C,041-4-1C,1C,41,4,,1C,YES,CC,6771-74-1865,RC,4,,3000,186000,189000,0,0,0,0,0,0,2019,1.23973,201910855,41-4-1A,041-4-1A,1A,41,4,,1A,YES,R-C,6771-74-2736,RC,4,,7000,740300,747300,800000,0,0,0,0,2006,2018,4.93483,201810718
0,10858,1,174,41-4-3C,014-4-3C,3C,41,4,,3C,YES,CC,6771-74-1578,,,,0,0,0,0,0,0,0,0,0,2019,2.32941,201910858,41-4-1A,041-4-1A,1A,41,4,,1A,YES,R-C,6771-74-2736,RC,4,,7000,740300,747300,800000,0,0,0,0,2006,2018,4.93483,201810718
0,10902,1,175,41-5B,041-5B,5B,41,,,5B,YES,A-10,6781-25-0188,,2,,0,95000,95000,0,0,0,0,0,2018,2019,9.99927,201910902,41-5,041-5,5,41,,,5,NO,A-10,6781-55-9438,,6,D,227800,1547900,1775700,0,20000,1320,2112,210200,0,2018,348.241,201810742
0,11337,1,176,42-1,042-1,1,42,,,1,YES,A-10,6781-87-5116,,5,A,114100,375400,489500,559222,20000,624,624,90000,2016,2019,60.5312,201911337,42-1,042-1,1,42,,,1,YES,A-10,6781-97-4416,,6,,0,764900,764900,559222,0,0,0,90000,2016,2018,169.154,201811199
0,11369,1,177,42-1D,042-1D,1D,42,,,1D,YES,A-10,6791-06-4960,,5,,0,210600,210600,292487,0,0,0,0,2018,2019,46.7481,201911369,42-1,042-1,1,42,,,1,YES,A-10,6781-97-4416,,6,,0,764900,764900,559222,0,0,0,90000,2016,2018,169.154,201811199
0,11489,1,178,42-57G,042-57G,57G,42,,,57G,YES,A-10,6791-71-3002,RC/A,2,,0,152500,152500,154500,0,0,0,0,2018,2019,11.2485,201911489,42-57,042-57,57,42,,,57,NO,A-10,6791-61-2216,RC/A,2,,0,687300,687300,0,0,0,0,425375,0,2018,18.7416,201811343
0,11497,1,179,42-6-3,042-6-3,3,42,6,,3,YES,I-1,6791-32-0084,,4,,0,31900,31900,449490,0,0,0,0,2012,2019,1.34419,201911497,42-6-3,042-6-3,3,42,6,,3,YES,I-1,6791-32-0084,,4,,0,31900,31900,449490,0,0,0,0,2012,2018,1.27475,201811357
0,12053,1,180,43-44A,043-44A,44A,43,,,44A,YES,A-10,7702-51-6904,,2,B,332800,105300,438100,135000,10000,1596,3525,0,2019,2019,5.41563,201912053,43-44,043-44,44,43,,,44,NO,A-10,7702-50-6393,,6,,0,1251200,1251200,1430000,0,0,0,0,2017,2018,300.003,201811912
0,12267,1,181,44-10Q,044-10Q,10Q,44,,,10Q,NO,A-10,7711-35-2959,,2,,0,10000,10000,400000,0,0,0,0,2014,2019,5.52113,201912267,44-10,044-10,10,44,,,10,NO,A-10,7711-35-7492,,2,,0,4800,4800,1000,0,0,0,0,0,2018,47.498,201812113
0,12739,1,182,47-64C,047-64C,64C,47,,,64C,YES,A-10,6710-56-9465,,2,C,193800,89600,283400,290000,10000,1440,1440,0,2018,2019,10.4628,201912739,47-64,047-64,64,47,,,64,NO,A-10,6710-56-8284,,,,0,0,0,0,0,0,0,0,0,2018,28.7988,201812597
0,12804,1,183,49-17B,049-17B,17B,49,,,17B,YES,A-10,6730-94-3155,,2,C,235600,106100,341700,375000,10000,1858,2300,0,2018,2019,10.1854,201912804,49-17,049-17,17,49,,,17,YES,A-10,6730-93-4816,,5,,0,105800,105800,90000,0,0,0,0,2018,2018,37.7514,201812662
0,12805,1,184,49-17C,049-17C,17C,49,,,17C,YES,A-10,6730-84-9225,,2,C,165200,61500,226700,255000,10000,1300,1300,0,2018,2019,2.08847,201912805,49-17,049-17,17,49,,,17,YES,A-10,6730-93-4816,,5,,0,105800,105800,90000,0,0,0,0,2018,2018,37.7514,201812662
0,12806,1,185,49-17D,049-17D,17D,49,,,17D,YES,A-10,6730-93-4348,,2,B,191200,114700,305900,85000,10000,756,1899,0,2019,2019,12.8812,201912806,49-17,049-17,17,49,,,17,YES,A-10,6730-93-4816,,5,,0,105800,105800,90000,0,0,0,0,2018,2018,37.7514,201812662
0,13174,1,186,52-21E,052-21E,21E,52,,,21E,YES,A-10,6760-90-3189,,2,C,195300,68100,263400,0,10000,1889,1889,0,2019,2019,2.00847,201913174,52-21A,052-21A,21A,52,,,21A,YES,A-10,6669-99-7920,,2,C,184500,99900,284400,375000,10000,1956,2856,0,2018,2018,9.43751,201813029
0,13175,1,187,52-21F,052-21F,21F,52,,,21F,YES,A-10,6669-99-9588,,2,C,228700,68100,296800,304950,10000,1456,1456,0,2019,2019,2.01078,201913175,52-21A,052-21A,21A,52,,,21A,YES,A-10,6669-99-7920,,2,C,184500,99900,284400,375000,10000,1956,2856,0,2018,2018,9.43751,201813029
0,13918,1,188,53-68,053-68,68,53,,,68,YES,A-10,6780-41-3916,,2,D,50300,62400,112700,0,10000,912,912,0,2006,2019,2.47204,201913918,53-69,053-69,69,53,,,69,NO,A-10,6780-42-3057,,2,C,95000,80900,175900,17500,10000,1275,1275,0,0,2018,4.26342,201813778
0,14410,1,189,54-27,054-27,27,54,,,27,YES,A-10,6689-98-7671,,2,,0,57400,57400,25000,0,0,0,0,2017,2019,1.92739,201914410,54-27,054-27,27,54,,,27,NO,A-10,6689-98-9554,,2,,0,58000,58000,25000,0,0,0,0,2017,2018,1.83192,201814268
0,14446,1,190,54-34E,054-34E,34E,54,,,34E,YES,A-10,6689-97-8708,,2,,0,60200,60200,89000,0,0,0,0,2018,2019,2.4422,201914446,54-34A,054-34A,34A,54,,,34A,NO,A-10,6689-97-9796,,2,C,49700,68600,118300,70000,10000,1056,1056,0,2018,2018,5.48371,201814300
0,14469,1,191,54-4-7B,054-4-7B,7B,54,4,,7B,YES,,6790-10-5841,,2,,0,56000,56000,0,0,0,0,0,2018,2019,2.00073,201914469,54-4-7,054-4-7,7,54,4,,7,NO,A-10,6790-11-3054,,2,C,139600,78000,217600,0,10000,2184,2184,0,0,2018,4.15493,201814324
0,14906,1,192,61-51,061-51,51,61,,,51,YES,A-10,6688-38-4061,,2,,0,19400,19400,0,0,0,0,0,2018,2019,4.85146,201914906,61-43,061-43,43,61,,,43,NO,A-10,6688-27-4775,,6,C,91300,874100,965400,0,10000,1489,2329,145650,2016,2018,188.58,201814757
0,14908,1,193,61-52A,061-52A,52A,61,,,52A,NO,A-10,6688-38-9376,,2,B,251800,67500,319300,18000,10000,1326,2792,0,2017,2019,3.25182,201914908,61-43,061-43,43,61,,,43,NO,A-10,6688-27-4775,,6,C,91300,874100,965400,0,10000,1489,2329,145650,2016,2018,188.58,201814757
0,15063,1,194,7-7A,007-7A,7A,7,,,7A,YES,A-10,6745-91-4915,,2,,0,46100,46100,0,0,0,0,160650,2018,2019,3.01944,201915063,7-18D,007-18D,18D,7,,,18D,NO,A-10,6755-01-1902,,5,C,240900,161100,402000,0,10000,1680,3360,54500,2004,2018,29.2138,201814862
0,15074,1,195,8/10/2001,008-10-1,1,8,10,,1,YES,A-10,6755-84-5971,,2,,0,53900,53900,0,0,0,0,0,0,2019,4.47458,201915074,8-109,008-109,109,8,,,109,NO,A-10,6755-84-6881,,5,,0,292000,292000,380000,0,0,0,0,2017,2018,73.5578,201814948
0,15075,1,196,8/10/2002,008-10-2,2,8,10,,2,YES,A-10,6755-84-8674,,2,,0,54900,54900,0,0,0,0,0,0,2019,4.72024,201915075,8-109,008-109,109,8,,,109,NO,A-10,6755-84-6881,,5,,0,292000,292000,380000,0,0,0,0,2017,2018,73.5578,201814948
0,15076,1,197,8/10/2003,008-10-3,3,8,10,,3,YES,A-10,6755-83-3898,,2,,0,76300,76300,0,0,0,0,0,0,2019,10.0763,201915076,8-109,008-109,109,8,,,109,NO,A-10,6755-84-6881,,5,,0,292000,292000,380000,0,0,0,0,2017,2018,73.5578,201814948
0,15077,1,198,8/10/2004,008-10-4,4,8,10,,4,YES,A-10,6755-83-1969,,2,,0,76300,76300,0,0,0,0,0,0,2019,10.066,201915077,8-109,008-109,109,8,,,109,NO,A-10,6755-84-6881,,5,,0,292000,292000,380000,0,0,0,0,2017,2018,73.5578,201814948
0,15079,1,199,8/10/2006,008-10-6,6,8,10,,6,YES,A-10,6755-74-9721,,2,,0,76100,76100,0,0,0,0,0,0,2019,10.0162,201915079,8-109,008-109,109,8,,,109,NO,A-10,6755-84-6881,,5,,0,292000,292000,380000,0,0,0,0,2017,2018,73.5578,201814948
0,15080,1,200,8/10/2007,008-10-7,7,8,10,,7,YES,A-10,6755-73-4988,,2,,0,77000,77000,0,0,0,0,0,0,2019,10.2556,201915080,8-109,008-109,109,8,,,109,NO,A-10,6755-84-6881,,5,,0,292000,292000,380000,0,0,0,0,2017,2018,73.5578,201814948
0,15081,1,201,8/10/2008,008-10-8,8,8,10,,8,YES,A-10,6755-74-3334,,2,,0,76400,76400,0,0,0,0,0,0,2019,10.1,201915081,8-109,008-109,109,8,,,109,NO,A-10,6755-84-6881,,5,,0,292000,292000,380000,0,0,0,0,2017,2018,73.5578,201814948
0,15102,1,202,8/11/2001,008-11-1,1,8,11,,1,YES,A-10,6755-94-6259,,2,,0,55400,55400,0,0,0,0,0,0,2019,4.85618,201915102,8-108,008-108,108,8,,,108,NO,A-10,6755-93-1556,,5,,0,132000,132000,380000,0,0,0,0,2017,2018,32.9192,201814947
0,15103,1,203,8/11/2002,008-11-2,2,8,11,,2,YES,A-10,6755-94-2468,,2,,0,53700,53700,0,0,0,0,0,0,2019,4.42966,201915103,8-108,008-108,108,8,,,108,NO,A-10,6755-93-1556,,5,,0,132000,132000,380000,0,0,0,0,2017,2018,32.9192,201814947
0,15104,1,204,8/11/2003,008-11-3,3,8,11,,3,YES,A-10,6755-83-6741,,2,,0,76400,76400,0,0,0,0,0,0,2019,10.0974,201915104,8-108,008-108,108,8,,,108,NO,A-10,6755-93-1556,,5,,0,132000,132000,380000,0,0,0,0,2017,2018,32.9192,201814947
0,15106,1,205,8/11/2005,008-11-5,5,8,11,,5,YES,A-10,6755-93-0106,,2,,0,78900,78900,0,0,0,0,0,0,2019,10.7353,201915106,8-108,008-108,108,8,,,108,NO,A-10,6755-93-1556,,5,,0,132000,132000,380000,0,0,0,0,2017,2018,32.9192,201814947
0,15370,1,206,UNKNOWN_7,UNKNOWN_7,,40,6,,UNKNOWN,NO,CC,6761-49-6270,,,,0,0,0,0,0,0,0,0,0,2019,4.37224,201915370,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2018,136.518,201800000
0,160,1,1,12-60F,012-60F,60F,12,,,60F,YES,A-10,6713-08-5725,,2,C,275700,48300,324000,349000,11000,1050,2658,0,2019,2020,2.2131,202000160,12-60C,012-60C,60C,12,,,60C,NO,A-10,6713-09-7063,,2,,0,73000,73000,45000,0,0,0,0,2002,2019,5.11416,201900157
0,259,1,2,13-3B,013-3B,3B,13,,,3B,YES,A-10,6714-63-3008,,2,B,453200,98500,551700,0,11000,1608,3868,58300,2004,2020,10.2542,202000259,13-3B,013-3B,3B,13,,,3B,NO,A-10,6714-62-7647,,5,B,376000,202600,578600,0,10000,1608,3868,58300,2004,2019,29.8004,201900259
0,260,1,3,13-3B1,013-3B1,3B1,13,,,3B1,YES,A-10,6714-72-1323,,2,,0,85000,85000,0,0,0,0,0,0,2020,10.0001,202000260,13-3B,013-3B,3B,13,,,3B,NO,A-10,6714-62-7647,,5,B,376000,202600,578600,0,10000,1608,3868,58300,2004,2019,29.8004,201900259
0,710,1,4,15-26C,015-26C,26C,15,,,26C,YES,A-10,6744-67-0895,,2,C,189600,57800,247400,0,11000,2052,2052,0,2019,2020,2.94962,202000710,15-26,015-26,26,15,,,26,YES,A-10,6744-57-9646,,2,C,71600,71500,143100,0,10000,1312,1952,0,2013,2019,9.58077,201900705
0,1069,1,5,16-35I,016-35I,35I,16,,,35I,NO,RR-5,6754-99-0152,R-5,2,,0,14100,14100,659970,0,0,0,0,2006,2020,2.70729,202001069,16-35I,016-35I,35I,16,,,35I,YES,RR-5,6754-89-0170,R-5,5,,0,204000,204000,659970,0,0,0,0,2006,2019,34.2436,201901066
0,1425,1,6,16C-3-1,016C-3-1,1,16C,3,,1,YES,RR-5,6754-79-9584,R-5,2,,0,97300,97300,85000,0,0,0,0,2019,2020,3.70227,202001425,16-35I,016-35I,35I,16,,,35I,YES,RR-5,6754-89-0170,R-5,5,,0,204000,204000,659970,0,0,0,0,2006,2019,34.2436,201901066
0,1426,1,7,16C-3-2,016C-3-2,2,16C,3,,2,YES,RR-5,6754-79-8265,R-5,2,,0,141300,141300,115000,0,0,0,0,2019,2020,8.12657,202001426,16-35I,016-35I,35I,16,,,35I,YES,RR-5,6754-89-0170,R-5,5,,0,204000,204000,659970,0,0,0,0,2006,2019,34.2436,201901066
0,1428,1,8,16C-3-4,016C-3-4,4,16C,3,,4,YES,RR-5,6754-88-2851,R-5,2,,0,111900,111900,0,0,0,0,0,0,2020,5.16355,202001428,16-35I,016-35I,35I,16,,,35I,YES,RR-5,6754-89-0170,R-5,5,,0,204000,204000,659970,0,0,0,0,2006,2019,34.2436,201901066
0,1429,1,9,16C-3-5,016C-3-5,5,16C,3,,5,YES,RR-5,6754-88-6933,R-5,2,B,484100,132500,616600,85000,11000,1706,3832,0,2019,2020,6.1563,202001429,16-35I,016-35I,35I,16,,,35I,YES,RR-5,6754-89-0170,R-5,5,,0,204000,204000,659970,0,0,0,0,2006,2019,34.2436,201901066
0,1589,1,10,17-2-9A,017-2-9A,9A,17,2,,9A,YES,A-10,6764-56-7321,,2,,0,59600,59600,0,0,0,0,0,2019,2020,2.36474,202001589,17-2-9,017-2-9,9,17,2,,9,YES,A-10,6764-56-9445,,2,A,342400,123700,466100,69900,10000,1026,2995.2,0,2003,2019,10.5118,201901580
0,2290,1,11,19-35B,019-35B,35B,19,,,35B,NO,R-R,6794-22-6645,,2,D,60700,81000,141700,46000,11000,896,896,0,0,2020,1.51143,202002290,19-35C,019-35C,35C,19,,,35C,NO,R-R,6794-23-5248,,2,C,285100,137500,422600,20000,10000,2178.6,3909.4,0,2012,2019,8.38322,201902282
0,2488,1,12,19C-3-15,019C-3-15,15,19C,3,,15,YES,R-2,6793-85-6375,,2,,0,89000,89000,39500,0,0,0,0,0,2020,3.10264,202002488,19C-3-15,019C-3-15,15,19C,3,,15,YES,R-2,6793-85-7112,,2,,0,84000,84000,39500,0,0,0,0,0,2019,6.55365,201902479
0,2489,1,13,19C-3-16,019C-3-16,16,19C,3,,16,YES,R-2,6793-85-4308,,2,B,421600,92000,513600,560846,11000,2024,3420,0,2006,2020,2.07071,202002489,19C-3-16,019C-3-16,16,19C,3,,16,YES,R-2,6793-85-3217,,2,B,359300,86000,445300,560846,10000,2024,3420,0,2006,2019,7.87238,201902480
0,2645,1,14,20-1,020-1,1,20,,,1,YES,A-10,7703-07-3295,,2,C,126600,241300,367900,175000,11000,1056,1056,89125,2011,2020,17.0943,202002645,20-1,020-1,1,20,,,1,NO,A-10,7703-06-4998,,5,B,338400,454000,792400,175000,20000,1120,1904,89125,2011,2019,31.0171,201902636
